OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Quantity,UnitPrice,OrderStatus
10065,2024-12-23,2709,Lindsey Leach,239,Pen Set,8,472.24,Shipped
10066,2023-10-28,4936,Anna Ellison,448,Water Bottle,3,232.66,Shipped
10067,2025-05-21,3536,William Mayo,372,Mouse,5,365.38,Pending
10068,2025-07-02,2475,Crystal Lutz,413,Desk Organizer,5,411.8,Cancelled
10069,2025-04-12,3133,Caitlyn Martinez,248,Travel Mug,10,51.41,Shipped
10070,2025-01-17,2539,Brandon Johnson,145,Bluetooth Speaker,2,336.49,Shipped
10071,2024-10-03,3489,Jesse Richardson,146,Keyboard,1,72.06,Cancelled
10072,2024-12-15,2559,Jose Peters,124,Monitor,7,366.54,Cancelled
10073,2024-01-02,4474,Jeremy Johnson,381,Yoga Mat,2,253.09,Cancelled
10074,2024-12-30,4021,Jennifer Keller,260,Laptop Stand,2,436.73,Cancelled
10075,2023-11-19,4951,Katelyn Davenport,122,Water Bottle,2,265.87,Shipped
10076,2025-06-15,2076,Tyler Hill,320,Headphones,2,153.37,Shipped
10077,2024-12-08,4295,Thomas Pham,235,Fitness Band,1,91.09,Shipped
10078,2024-05-18,1299,Brandon Jones,207,Mouse,4,196.53,Pending
10079,2023-11-30,2896,Cindy Parker,464,Headphones,2,136.79,Shipped
10080,2025-05-28,4935,Deborah Young,572,Smart Watch,10,96.16,Shipped
10081,2024-08-12,3437,Jessica Murphy,525,Bluetooth Speaker,10,290.22,Pending
10082,2024-12-25,4351,Catherine Peters,568,Laptop Stand,1,249.2,Shipped
10083,2023-09-01,1270,John Kelly,282,Desk Lamp,7,286.33,Cancelled
10084,2023-12-20,4901,Andrew Washington,572,Smart Watch,9,371.73,Cancelled
10085,2024-09-24,3612,Ryan Thompson,371,Fitness Band,9,173.34,Cancelled
10086,2025-03-05,2211,Susan Cole,427,Notebook,9,400.59,Pending
10087,2025-06-15,2331,Robert Sanchez,157,Laptop Stand,7,40.54,Pending
10088,2024-08-30,4924,Russell Davis,500,Yoga Mat,9,466.65,Cancelled
10089,2024-04-27,4686,Thomas Fleming,418,Headphones,2,193.9,Pending
10090,2024-10-23,2935,Nicholas Watson,344,Mouse,8,479.42,Cancelled
10091,2024-11-23,1003,Ashley Lee,300,Yoga Mat,1,351.82,Pending
10092,2025-05-22,4493,Kyle Long,199,Keyboard,7,108.26,Shipped
10093,2024-08-21,2702,Don Salazar,178,Desk Organizer,7,104.66,Cancelled
10094,2023-07-14,4148,Kimberly Salinas,186,USB Cable,6,437.62,Cancelled
10095,2024-01-20,4299,Janet Lane,192,Mouse,4,105.99,Shipped
10096,2024-04-23,2947,Steven Bell,420,Travel Mug,10,466.19,Shipped
10097,2023-08-16,2526,Gregory Thompson,501,Pen Set,3,273.74,Cancelled
10098,2025-02-21,4467,Nathan Villanueva,599,Backpack,5,261.68,Cancelled
10099,2023-09-21,1944,James Hanson,137,Coffee Maker,3,84.91,Cancelled
10100,2024-09-03,3135,Travis Davis,571,Fitness Band,10,135.56,Shipped
10101,2024-10-17,1898,Chris Ray,128,Pen Set,3,263.31,Pending
10102,2025-03-02,4608,Kevin Mueller,177,Desk Organizer,10,19.14,Cancelled
10103,2024-01-29,4356,Ethan Chapman,405,Desk Lamp,10,78.97,Shipped
10104,2023-12-14,3648,John Mcbride,388,USB Cable,4,92.08,Cancelled
10105,2024-01-18,3905,Douglas Scott,300,Bluetooth Speaker,10,187.77,Pending
10106,2024-07-23,1952,Hannah Vargas,538,Backpack,3,388.44,Cancelled
10107,2024-01-04,1026,Jeffrey Cook,326,Water Bottle,1,205.88,Pending
10108,2024-04-20,1515,Jordan Park,246,Yoga Mat,4,109.54,Pending
10109,2025-01-31,1338,Kelly Garcia,231,USB Cable,2,33.35,Shipped
10110,2024-02-20,2625,John Graham,462,Charger,8,393.01,Cancelled
10111,2024-01-27,1845,Katherine Wagner,399,USB Cable,9,288.44,Cancelled
10112,2024-03-21,2359,Mitchell Mckay,477,Water Bottle,3,134.75,Cancelled
10113,2024-02-27,4028,Crystal Johnson,363,Mouse,1,365.92,Cancelled
10114,2025-03-08,3104,Mary Miller,436,Notebook,8,95.6,Pending
10115,2023-11-06,4797,Justin Gray,398,Tablet Case,5,482.42,Cancelled
10116,2023-12-09,4317,Megan Jones,190,USB Cable,9,176.43,Cancelled
10117,2024-05-29,2182,Brandon Henry,439,Mouse,1,461.26,Shipped
10118,2023-11-28,1009,Ryan Dillon,263,Desk Lamp,1,93.09,Pending
10119,2025-04-24,4214,Lisa Miller,454,Notebook,4,203.92,Cancelled
10120,2024-12-21,3924,Derek Jones,172,Mouse,4,97.06,Shipped
10121,2024-07-24,2360,Christopher Mcneil,509,Tablet Case,6,422.11,Pending
10122,2025-01-27,4318,Ashley Reed,317,Coffee Maker,6,498.51,Pending
10123,2024-02-05,3308,Cynthia Ramirez,113,Bluetooth Speaker,2,372.55,Pending
10124,2024-12-11,2176,Debra Joseph,592,Notebook,5,96.02,Cancelled
10125,2024-07-06,3896,Steven Wagner,482,Charger,1,364.84,Shipped
10126,2024-02-18,3693,Robin Novak,334,Desk Organizer,2,30.59,Pending
10127,2024-05-27,3039,Jordan Perez,537,Mouse,9,111.89,Pending
10128,2024-05-11,1192,Melissa Paul,340,Pen Set,10,122.72,Cancelled
10129,2024-08-29,4278,Daniel Matthews,406,Laptop Stand,5,120.88,Shipped
10130,2024-10-09,3311,Brittany Robinson,267,Notebook,7,72.5,Shipped
10131,2025-05-22,3116,Brittany Lopez,476,Smart Watch,8,57.51,Shipped
10132,2025-03-29,1895,Margaret Alexander,592,Charger,4,168.15,Pending
10133,2023-09-02,2191,Rhonda Jordan,112,Pen Set,6,187.29,Shipped
10134,2025-04-25,1861,Theresa Robinson,544,Desk Lamp,7,10.1,Cancelled
10135,2024-10-03,4381,Alyssa Hendrix,189,Tablet Case,5,219.99,Cancelled
10136,2024-09-02,2739,Jose Douglas,361,Smart Watch,3,52.1,Cancelled
10137,2025-04-11,2262,Tiffany Smith,477,Fitness Band,10,108.54,Pending
10138,2025-01-16,3315,Jacob Spencer,572,Laptop Stand,6,274.19,Shipped
10139,2024-12-25,3825,Nicholas Thompson,584,Travel Mug,5,69.82,Cancelled
10140,2024-04-02,3446,Jamie Lowe,484,Water Bottle,5,22.53,Pending
10141,2025-06-18,1579,Meghan Bradley,163,Yoga Mat,5,299.28,Cancelled
10142,2024-04-19,2809,Jennifer Coleman,169,Smart Watch,2,350.6,Pending
10143,2024-07-14,1371,Charles Sanders,255,Desk Organizer,2,43.65,Shipped
10144,2024-05-24,3883,Sean Bonilla,543,Desk Organizer,9,185.44,Shipped
10145,2024-04-04,4151,Kyle Mitchell,234,Desk Lamp,8,28.19,Shipped
10146,2023-11-17,3839,Anna Peck,111,Backpack,1,291.99,Shipped
10147,2024-07-29,2948,David Wilson,414,Water Bottle,6,19.6,Pending
10148,2024-08-25,3813,Melissa Wilson,154,Keyboard,5,382.37,Shipped
10149,2024-07-25,3389,Anthony Pierce,505,Mouse,5,477.63,Cancelled
10150,2024-12-28,3697,Catherine Kirk,469,Bluetooth Speaker,4,148.69,Cancelled
10151,2024-06-28,2822,Andrea Ho,491,Coffee Maker,4,300.75,Cancelled
10152,2024-03-26,2552,Rachel Campbell,570,Desk Lamp,8,91.32,Pending
10153,2024-09-16,4906,Susan Wilkinson,168,Backpack,10,37.94,Cancelled
10154,2024-04-21,4516,Charles Carlson,166,Water Bottle,3,233.18,Pending
10155,2023-10-11,1279,Steven Miller PhD,304,USB Cable,5,310.73,Pending
10156,2023-09-26,3644,Juan Brennan,235,Coffee Maker,3,53.42,Cancelled
10157,2025-01-19,3850,Crystal Hernandez,219,Pen Set,3,284.23,Cancelled
10158,2025-05-14,1763,Destiny Norris,385,Water Bottle,10,192.42,Pending
10159,2024-01-07,1638,Kayla Smith,493,Laptop Stand,1,127.31,Pending
10160,2023-12-20,1489,Dr. Jennifer Hughes,509,Yoga Mat,4,499.13,Cancelled
10161,2024-12-05,3508,Denise Ward,414,Desk Lamp,10,440.72,Shipped
10162,2024-12-01,1496,Mr. James Torres,385,Notebook,8,400.46,Pending
10163,2024-11-01,3216,Steven Hansen,363,USB Cable,9,21.54,Pending
10164,2024-06-07,1353,William Hill,324,Laptop Stand,5,403.87,Cancelled
10165,2025-02-15,2368,Chad Bennett,182,Tablet Case,8,441.61,Shipped
10166,2024-08-15,1339,Danielle Flores,466,Coffee Maker,4,347.92,Pending
10167,2023-11-07,4134,Michael Franklin,289,Desk Organizer,5,326.25,Cancelled
10168,2024-01-20,4448,Amber Farmer,550,Tablet Case,10,63.87,Pending
10169,2023-11-16,1136,Denise Wong,100,Smart Watch,10,402.97,Cancelled
10170,2023-09-21,3330,Amy Marquez,552,Bluetooth Speaker,7,421.37,Shipped
10171,2024-05-09,2617,Kimberly Mcfarland,478,Backpack,10,475.34,Pending
10172,2024-10-04,2568,Mitchell Bailey,421,Backpack,8,465.81,Shipped
10173,2024-02-12,1280,Cesar Murillo,239,Headphones,1,87.72,Shipped
10174,2025-04-14,3890,Jennifer Cox,391,Desk Organizer,5,395.71,Cancelled
10175,2024-12-03,1959,Joseph Lowe,442,Notebook,1,108.44,Cancelled
10176,2025-06-09,4366,Kurt Marsh,365,Pen Set,6,25.32,Pending
10177,2025-03-10,4093,Thomas Melendez,401,Notebook,2,113.48,Cancelled
10178,2024-06-07,3497,Alexandria Holmes,205,Charger,8,369.2,Pending
10179,2023-10-07,3096,Lisa Harris,366,Coffee Maker,7,324.84,Cancelled
10180,2024-04-20,4062,Daniel Lewis,548,Keyboard,10,97.21,Cancelled
10181,2024-06-27,2148,Ian Berger,415,Mouse,1,417.66,Cancelled
10182,2023-10-21,4178,Kenneth Moody,346,Notebook,8,187.42,Cancelled
10183,2023-11-26,1915,James Carson,193,Pen Set,9,433.92,Shipped
10184,2024-08-09,2581,Stacey James,233,Mouse,10,303.97,Shipped
10185,2024-10-24,2719,Courtney Black,534,Charger,2,400.21,Pending
10186,2024-09-26,3987,Robert Williams,422,Backpack,7,332.43,Pending
10187,2024-06-10,2398,Andrew Sexton,392,Desk Lamp,6,184.37,Cancelled
10188,2024-12-17,4329,Christine Cain,174,Charger,10,334.57,Shipped
10189,2023-08-30,4455,Patrick Anderson,486,Water Bottle,9,190.98,Shipped
10190,2023-09-09,4228,Cheryl Mayo,367,Keyboard,2,398.53,Pending
10191,2024-04-01,4105,Cody Mitchell,162,Monitor,10,352.17,Shipped
10192,2024-06-05,1546,Anthony Ortiz,235,Coffee Maker,1,201.81,Pending
10193,2024-06-16,3555,Kelsey Harris,560,Keyboard,1,263.59,Cancelled
10194,2024-12-22,4926,Sandra Mitchell,108,Keyboard,1,478.99,Cancelled
10195,2024-08-28,1716,William Willis,269,Headphones,10,231.51,Pending
10196,2024-03-20,4914,Pamela Ellis,228,Fitness Band,7,101.07,Pending
10197,2025-06-24,3895,Brandon Rivera,238,Mouse,1,217.04,Cancelled
10198,2025-06-26,1096,Micheal Holmes,343,Fitness Band,9,165.2,Cancelled
10199,2025-01-21,3695,Meredith Herrera,375,Desk Organizer,10,134.7,Cancelled
10200,2025-04-12,3586,Jennifer Soto,594,Desk Lamp,3,130.36,Pending
10201,2024-06-17,4719,Danielle Hoffman,267,Water Bottle,10,446.91,Cancelled
10202,2024-12-11,3442,Jamie Eaton,508,Tablet Case,10,179.19,Shipped
10203,2024-01-05,1854,Patrick Griffin,407,Water Bottle,10,453.58,Shipped
10204,2025-03-26,1469,Shannon Moreno,392,Headphones,6,414.27,Shipped
10205,2024-11-13,1689,Christine Ortega,561,Pen Set,3,33.28,Shipped
10206,2025-05-03,1432,Lauren Miller DDS,534,Yoga Mat,6,349.27,Pending
10207,2023-11-30,4502,Kelly Hernandez,282,Monitor,3,181.88,Cancelled
10208,2023-12-19,4729,Becky Hobbs,204,Smart Watch,9,30.4,Cancelled
10209,2024-01-08,4537,Lindsey Hoffman,471,Notebook,7,321.79,Cancelled
10210,2023-07-12,1297,Terri Bradley,367,Travel Mug,10,231.3,Cancelled
10211,2024-10-18,1898,Matthew Williams,264,USB Cable,7,11.0,Cancelled
10212,2023-07-22,1994,Thomas Cohen,285,Yoga Mat,9,379.26,Shipped
10213,2025-02-03,2415,Matthew Smith,531,Headphones,3,477.09,Cancelled
10214,2024-10-08,2886,Audrey Hall,451,Yoga Mat,2,83.39,Shipped
10215,2023-12-28,2368,Cathy Mcintyre,382,Backpack,5,188.56,Shipped
10216,2024-11-29,3183,Vernon Kelly,462,Smart Watch,7,302.41,Shipped
10217,2024-10-28,3057,Ann Jones,128,Monitor,7,122.01,Cancelled
10218,2025-06-11,1333,Shawn Barton,298,Travel Mug,4,190.32,Pending
10219,2025-02-09,4628,Melissa Fernandez,260,Water Bottle,7,383.67,Shipped
10220,2024-05-29,2819,Maureen Brown,211,Headphones,5,428.71,Pending
10221,2024-12-09,4131,Hayley Navarro,322,Smart Watch,3,214.8,Cancelled
10222,2023-08-03,3501,Erika Frazier,577,USB Cable,1,230.01,Pending
10223,2025-06-29,2515,Diana Harmon,164,Laptop Stand,3,438.84,Shipped
10224,2024-09-01,4830,Tammy Williams,195,Coffee Maker,7,498.95,Cancelled
10225,2025-04-16,4961,Monica Ramos,140,Charger,8,70.77,Cancelled
10226,2023-08-15,4963,Michelle Miller,371,Backpack,6,48.56,Shipped
10227,2025-07-08,2349,Deborah Moore,559,Laptop Stand,2,314.28,Shipped
10228,2025-06-20,1757,Jennifer Jones,246,USB Cable,2,33.46,Shipped
10229,2023-10-31,4926,Calvin Miller,211,Yoga Mat,6,459.87,Shipped
10230,2024-04-01,2531,Makayla Drake,190,USB Cable,7,355.23,Pending
10231,2024-01-13,2339,Curtis Woodward,439,Keyboard,5,125.18,Pending
10232,2024-10-02,1047,Angela Smith,136,Notebook,1,330.81,Pending
10233,2024-05-21,1679,David Spencer,491,Notebook,8,329.93,Cancelled
10234,2023-08-18,2053,Tracy Alvarez,450,USB Cable,7,442.96,Cancelled
10235,2023-09-23,1782,Terry Davidson,432,Bluetooth Speaker,3,239.35,Cancelled
10236,2024-10-14,1529,Rebecca Whitaker,490,Smart Watch,10,99.06,Cancelled
10237,2025-02-10,2519,Tamara Hill,168,Charger,6,182.86,Shipped
10238,2024-06-16,3740,Sandra Allen,343,Keyboard,1,378.61,Cancelled
10239,2024-09-04,2499,Laura Roach,321,Mouse,3,275.78,Pending
10240,2025-06-11,2222,Jennifer Cook,511,Monitor,8,56.5,Cancelled
10241,2024-09-05,4944,John Casey,550,Mouse,8,121.44,Cancelled
10242,2025-07-09,3140,Jacob Turner,172,Charger,8,322.99,Shipped
10243,2025-02-19,4180,Mark Jimenez,342,Coffee Maker,8,412.93,Pending
10244,2024-11-21,1607,Charlene Miller,514,Backpack,5,195.24,Shipped
10245,2024-04-06,1345,Terry Cantu,442,Desk Lamp,2,175.59,Cancelled
10246,2025-06-13,2820,Keith Rojas,584,Fitness Band,4,384.88,Shipped
10247,2023-11-21,2323,Ms. Kelly Davis PhD,446,Monitor,7,160.71,Cancelled
10248,2024-01-14,1468,Audrey Allen,176,Backpack,2,226.35,Shipped
10249,2023-10-16,3440,Christopher Dean,265,Travel Mug,6,402.82,Shipped
10250,2023-11-11,1464,Emily Gonzalez,491,Smart Watch,5,282.38,Cancelled
10251,2024-12-25,2473,Erica Hall,469,Water Bottle,8,192.54,Pending
10252,2023-12-12,1474,Darren Johnson,246,Coffee Maker,10,234.81,Cancelled
10253,2025-05-16,1331,Lisa Barker,469,Charger,8,287.34,Shipped
10254,2024-03-11,4661,Joshua Harrison,140,Desk Organizer,7,443.72,Pending
10255,2024-03-08,2748,Laura Dickson,342,Yoga Mat,2,284.08,Pending
10256,2023-10-30,4579,Mark Black,208,USB Cable,2,56.43,Cancelled
10257,2024-04-07,1339,Anna Simmons,491,Smart Watch,1,327.23,Pending
10258,2024-08-02,3330,Stephen Ramirez,443,Tablet Case,9,72.94,Cancelled
10259,2024-10-25,4887,Laura Harmon,151,Headphones,2,484.8,Pending
10260,2024-08-26,1899,Tammy Esparza,597,Desk Lamp,2,340.7,Pending
10261,2023-12-01,1742,William Whitaker,117,Travel Mug,3,64.35,Pending
10262,2023-11-26,3591,Sylvia Nelson,398,Monitor,1,393.13,Pending
10263,2024-08-11,1336,Anthony Mathis,278,Tablet Case,3,144.59,Cancelled
10264,2024-01-21,1230,Bonnie George,483,Bluetooth Speaker,1,264.25,Shipped
10265,2023-08-29,1499,Yesenia Stewart,126,Charger,3,306.25,Pending
10266,2024-01-27,4200,Kyle Jones,119,Mouse,8,236.71,Pending
10267,2023-09-30,1792,Todd Moran Jr.,481,Pen Set,9,200.9,Pending
10268,2024-11-04,4302,Stacey Barry,435,Desk Organizer,5,497.27,Cancelled
10269,2024-09-08,1508,Erika Grant,600,Yoga Mat,1,25.69,Pending
10270,2023-12-19,1036,Melissa Ortega,278,Coffee Maker,7,358.21,Pending
10271,2024-02-23,4626,Susan Cannon,305,Water Bottle,2,395.33,Pending
10272,2023-08-08,2854,Abigail Sullivan,371,USB Cable,9,136.48,Shipped
10273,2024-10-25,1089,Andrea Warner,406,Desk Lamp,1,388.43,Pending
10274,2023-10-01,4424,Michael Guerrero,594,Backpack,9,233.03,Cancelled
10275,2024-10-06,3673,Marissa Huynh,327,Charger,8,486.25,Pending
10276,2024-12-20,3628,Carl Barton,491,Mouse,10,442.05,Shipped
10277,2025-05-09,2695,Kevin Hale,355,Pen Set,1,263.45,Shipped
10278,2024-04-03,3811,Julie Mccoy,106,Smart Watch,3,369.15,Cancelled
10279,2024-12-30,4612,Frank Zimmerman,514,Laptop Stand,10,44.1,Shipped
10280,2024-02-25,2882,Katie Wright,301,Fitness Band,8,378.93,Shipped
10281,2024-01-26,3268,Jimmy Brown,592,Notebook,10,322.62,Pending
10282,2023-10-11,1258,Stephen Stewart,456,Travel Mug,8,448.86,Shipped
10283,2024-03-13,4176,Sean Jenkins,556,Water Bottle,1,149.18,Shipped
10284,2024-08-09,1420,Michael Wilson,134,Backpack,3,56.76,Pending
10285,2023-12-13,1664,Ashley Brown,529,Tablet Case,6,422.47,Cancelled
10286,2024-05-26,1455,Angela Richmond,392,USB Cable,5,387.26,Cancelled
10287,2023-10-29,4802,Mary Hernandez,170,Desk Lamp,1,197.1,Shipped
10288,2025-05-11,1480,Mark Cook,199,Desk Organizer,9,113.25,Cancelled
10289,2025-05-03,1010,Johnny Rogers,413,Tablet Case,1,499.73,Shipped
10290,2024-05-10,4221,Timothy Richards,127,Backpack,3,269.41,Cancelled
10291,2025-03-27,4750,Tiffany Cooper,147,Travel Mug,8,222.97,Shipped
10292,2024-11-26,3754,Michael Chung,512,Pen Set,10,103.46,Shipped
10293,2023-12-16,3734,Laura Johnson,254,Keyboard,1,388.76,Cancelled
10294,2023-07-19,2785,Kyle Stanton,541,Coffee Maker,1,481.07,Shipped
10295,2024-12-20,4431,Catherine Smith PhD,469,Smart Watch,8,89.11,Shipped
10296,2024-03-07,4828,Christopher Gonzalez,599,Backpack,4,299.68,Shipped
10297,2023-11-08,3942,James Hill,355,Water Bottle,6,488.87,Pending
10298,2025-01-16,4670,Courtney Buchanan,372,Coffee Maker,8,112.78,Shipped
10299,2024-06-25,4568,Brian Valdez,433,Water Bottle,6,51.95,Shipped
10300,2025-02-13,3933,Daniel Werner,344,Charger,3,175.57,Pending
10301,2024-08-23,1636,Samantha Hawkins DDS,475,Coffee Maker,4,393.58,Shipped
10302,2024-04-11,2360,Debra Ramos,133,Notebook,2,54.82,Shipped
10303,2024-11-23,3280,Isaac Johnson,557,Monitor,4,318.05,Pending
10304,2023-12-03,4826,James Davidson,509,Yoga Mat,3,109.12,Pending
10305,2025-02-06,3923,Joe Howard,295,USB Cable,4,30.54,Pending
10306,2024-02-11,2398,Lucas Williams,390,Water Bottle,3,415.08,Cancelled
10307,2025-03-07,4323,Alicia Cole,145,Monitor,10,391.69,Pending
10308,2023-12-05,4629,Felicia Wood,398,Desk Lamp,5,213.58,Pending
10309,2025-04-07,3588,Vanessa Mejia,205,Backpack,1,59.57,Shipped
10310,2024-07-01,2731,Lawrence Mclean,314,Backpack,7,152.33,Shipped
10311,2025-02-17,3957,Denise Jones,389,Tablet Case,6,238.55,Cancelled
10312,2024-01-20,4272,Dawn Brown,498,Charger,2,490.55,Cancelled
10313,2023-11-08,1246,Gerald Hansen,134,Headphones,10,418.74,Shipped
10314,2024-12-17,3939,Christine Miller,353,Tablet Case,5,319.16,Shipped
10315,2023-11-11,4486,Troy Koch,401,Laptop Stand,5,193.51,Shipped
10316,2024-12-07,2829,Christine Fisher,188,Desk Lamp,9,102.24,Cancelled
10317,2024-08-09,2033,Ruben Guzman,412,Headphones,8,335.75,Pending
10318,2024-03-13,4588,Sheri Roberts,567,Keyboard,2,14.2,Pending
10319,2024-04-24,1798,Nancy Weber,461,Laptop Stand,1,151.67,Pending
10320,2025-05-24,4710,Jay Reyes,453,Coffee Maker,1,386.74,Pending
10321,2023-11-11,3316,Jennifer Lara,192,USB Cable,4,330.1,Pending
10322,2024-05-28,4466,Phyllis Acosta,533,Smart Watch,6,394.68,Cancelled
10323,2023-07-25,1356,Stephen Hardy,300,Backpack,10,210.53,Pending
10324,2024-06-14,2171,Gina Coleman,530,Backpack,7,376.5,Cancelled
10325,2024-08-30,2761,Eric Johnson,328,Smart Watch,8,426.4,Shipped
10326,2023-08-27,2055,Cassandra Pacheco,419,Tablet Case,2,248.6,Cancelled
10327,2024-07-03,4136,Kenneth Pratt,572,Yoga Mat,2,150.29,Pending
10328,2024-05-23,3130,Kirsten Foster,356,USB Cable,8,163.93,Pending
10329,2023-11-24,3439,Yvette Gates,484,Desk Lamp,2,171.77,Pending
10330,2024-08-22,3038,Eric Black,524,USB Cable,5,450.38,Cancelled
10331,2024-09-27,4469,Savannah Brown,466,Tablet Case,4,50.15,Cancelled
10332,2024-09-22,4763,Roy Wallace,371,Desk Lamp,3,322.47,Cancelled
10333,2025-04-13,2384,Juan Taylor,186,Coffee Maker,6,97.54,Cancelled
10334,2024-05-01,4701,David Quinn,400,Yoga Mat,2,32.73,Pending
10335,2025-06-06,1477,Bradley Peterson,226,Coffee Maker,8,484.7,Cancelled
10336,2023-08-27,1743,Miss Kimberly Huff,562,Backpack,6,389.76,Pending
10337,2025-04-24,1543,Sabrina Dean,113,Desk Lamp,8,343.22,Pending
10338,2024-07-30,3555,Micheal Blake,580,Bluetooth Speaker,4,109.89,Shipped
